Filename,Male,Asian,White,Black,Baby,Child,Youth,Middle Aged,Senior,Black Hair,Blond Hair,Brown Hair,Bald,No Eyewear,Eyeglasses,Sunglasses,Mustache,Smiling,Frowning,Chubby,Blurry,Harsh Lighting,Flash,Soft Lighting,Outdoor,Curly Hair,Wavy Hair,Straight Hair,Receding Hairline,Bangs,Sideburns,Fully Visible Forehead,Partially Visible Forehead,Obstructed Forehead,Bushy Eyebrows,Arched Eyebrows,Narrow Eyes,Eyes Open,Big Nose,Pointy Nose,Big Lips,Mouth Closed,Mouth Slightly Open,Mouth Wide Open,Teeth Not Visible,No Beard,Goatee,Round Jaw,Double Chin,Wearing Hat,Oval Face,Square Face,Round Face,Color Photo,Posed Photo,Attractive Man,Attractive Woman,Indian,Gray Hair,Bags Under Eyes,Heavy Makeup,Rosy Cheeks,Shiny Skin,Pale Skin,5 o Clock Shadow,Strong Nose-Mouth Lines,Wearing Lipstick,Flushed Face,High Cheekbones,Brown Eyes,Wearing Earrings,Wearing Necktie,Wearing Necklace
g8ltccwb.jpeg,0.9860374,0.0022488825,0.8685501,0.0036055692,0.005931471,0.088897735,0.033994257,0.014425558,0.010888315,0.22653651,0.0018627999,0.264697,0.006820123,0.9882536,0.0046756826,0.009391742,0.6951527,0.11248935,0.9290416,0.5688142,0.19349276,0.15324692,0.004591904,0.6914051,0.92169595,0.54144984,0.039783344,0.4018512,0.21809623,0.029149728,0.36007953,0.30813244,0.0051342594,0.23657964,0.6814638,0.2092631,0.89473504,0.8582798,0.38947424,0.97766995,0.40442297,0.667515,0.040374674,0.018381827,0.89946544,0.15627761,0.44771808,0.999645,0.20164074,0.21570066,0.10207123,0.0025374035,0.059101652,0.979502,0.4161954,0.9560473,0.2636122,0.017052574,0.0042043654,0.101560876,0.008246808,0.025993658,0.009030532,0.114937134,0.70308954,0.07524218,0.0042091818,0.08156208,0.009816799,0.73097616,0.0031542042,0.36289102,0.04573303
