Filename,Male,Asian,White,Black,Baby,Child,Youth,Middle Aged,Senior,Black Hair,Blond Hair,Brown Hair,Bald,No Eyewear,Eyeglasses,Sunglasses,Mustache,Smiling,Frowning,Chubby,Blurry,Harsh Lighting,Flash,Soft Lighting,Outdoor,Curly Hair,Wavy Hair,Straight Hair,Receding Hairline,Bangs,Sideburns,Fully Visible Forehead,Partially Visible Forehead,Obstructed Forehead,Bushy Eyebrows,Arched Eyebrows,Narrow Eyes,Eyes Open,Big Nose,Pointy Nose,Big Lips,Mouth Closed,Mouth Slightly Open,Mouth Wide Open,Teeth Not Visible,No Beard,Goatee,Round Jaw,Double Chin,Wearing Hat,Oval Face,Square Face,Round Face,Color Photo,Posed Photo,Attractive Man,Attractive Woman,Indian,Gray Hair,Bags Under Eyes,Heavy Makeup,Rosy Cheeks,Shiny Skin,Pale Skin,5 o Clock Shadow,Strong Nose-Mouth Lines,Wearing Lipstick,Flushed Face,High Cheekbones,Brown Eyes,Wearing Earrings,Wearing Necktie,Wearing Necklace
vnqvu49b.jpeg,0.21678732,0.027704282,0.41844127,0.020978892,0.004769047,0.013841039,0.11143284,0.078526355,0.04235161,0.050197173,0.006131809,0.8151414,0.011090935,0.6387081,0.43748432,0.008221918,0.025587669,0.81486934,0.34019938,0.46239722,0.5059265,0.16820647,0.17312676,0.93159586,0.25195312,0.36442292,0.17436844,0.5588383,0.06558185,0.22712526,0.0449377,0.07990245,0.6722067,0.03875907,0.012728117,0.72840255,0.9596777,0.9229946,0.9096024,0.7077741,0.4013565,0.49951196,0.6687316,0.02004699,0.2734172,0.9572754,0.04902086,0.9770422,0.22053754,0.06589708,0.75352854,0.0013734631,0.035578895,0.9064773,0.5013071,0.74944675,0.12574421,0.0057408926,0.03056995,0.4062263,0.033590686,0.019674918,0.121223316,0.9025674,0.104978345,0.57933223,0.37649578,0.007966671,0.2806125,0.8249332,0.18533662,0.62401396,0.6025389
